uni,website,mastodonUrl,xUri,facebookUrl,linkedInUrl,instagramUrl,blueskyUrl,tiktokUrl,YouTubeUrl
http://www.wikidata.org/entity/Q1310061,http://www.ph-karlsruhe.de/,https://wisskomm.social/@PHKA,,,,,,,
http://www.wikidata.org/entity/Q1567759,https://www.hcu-hamburg.de,https://mastodon.social/@HCUHamburg,https://x.com/HCUHamburg,,,,,,
http://www.wikidata.org/entity/Q1622113,http://www.hs-kehl.de/,https://mastodon.social/@hochschule_kehl,,,,,,,
http://www.wikidata.org/entity/Q153012,https://www.uni-potsdam.de/,https://wisskomm.social/@unipotsdam,https://x.com/unipotsdam,https://www.facebook.com/unipotsdam,https://www.linkedin.com/company/university-of-potsdam,https://www.instagram.com/unipotsdam,,,https://www.youtube.com/channel/UCoXjGcBPCfBH9FVIpBD-h7A
http://www.wikidata.org/entity/Q506436,https://www.uni-flensburg.de/,,,https://www.facebook.com/EuropaUniFlensburg,https://www.linkedin.com/company/universit-t-flensburg,,,,
http://www.wikidata.org/entity/Q317070,https://www.uni-mannheim.de/,https://bawü.social/@unimannheim,,https://www.facebook.com/UniMannheim,https://www.linkedin.com/company/university-of-mannheim,https://www.instagram.com/uni_mannheim,,https://www.tiktok.com/@uni_mannheim,https://www.youtube.com/channel/UCs0hchMFMGwHc3aMCYDEBEw
http://www.wikidata.org/entity/Q122453,https://www.uni-stuttgart.de,https://bawü.social/@Uni_Stuttgart,https://x.com/Uni_Stuttgart,https://www.facebook.com/Universitaet.Stuttgart,,https://www.instagram.com/unistuttgart,,,https://www.youtube.com/channel/UC-7-1khnoRLpNNBf4ecRL2Q
http://www.wikidata.org/entity/Q1622123,http://www.hs-magdeburg.de/,https://machteburch.social/@h2international,https://x.com/hs_magdeburg,https://www.facebook.com/hsmagdeburg,https://www.linkedin.com/company/hochschule-magdeburg-stendal,https://www.instagram.com/hsmagdeburgstendal,,,https://www.youtube.com/channel/UC7YdQB8o9ZZEVS1GztX3HuQ
http://www.wikidata.org/entity/Q1622074,https://www.hs-anhalt.de,https://mastodon.social/@hsanhalt,https://x.com/HSAnhalt,https://www.facebook.com/HochschuleAnhalt,https://www.linkedin.com/company/hochschuleanhalt,https://www.instagram.com/hsanhalt,,,https://www.youtube.com/channel/UC_KgOfb7KsinWUebe3EdF8Q
http://www.wikidata.org/entity/Q1622229,https://www.hfwu.de/,https://bawü.social/@HfWU,https://x.com/hfwu_tweet,https://www.facebook.com/hfwu.de,https://www.linkedin.com/company/hfwu,https://www.instagram.com/hfwu.de,,,https://www.youtube.com/channel/UCJioYvTsd_IiyjsPcZKS3KA
http://www.wikidata.org/entity/Q260107,https://www.hfm-wuerzburg.de,,,https://www.facebook.com/hfm.wuerzburg,,,,,
http://www.wikidata.org/entity/Q263537,https://www.th-rosenheim.de/,,,https://www.facebook.com/HochschuleRosenheim,,,,,
http://www.wikidata.org/entity/Q513622,http://www.mh-luebeck.de/,,,https://www.facebook.com/MusikhochschuleLuebeck,,,,,
http://www.wikidata.org/entity/Q657167,http://website.musikhochschule-muenchen.de/de/index.php,,,https://www.facebook.com/310270902396373,,,,,
http://www.wikidata.org/entity/Q542415,http://www.hs-rm.de/,https://wisskomm.social/@hs_rheinmain,,https://www.facebook.com/HSRheinMain,,,,,
http://www.wikidata.org/entity/Q690912,https://www.uni-hohenheim.de/,https://bawü.social/@unihohenheim,https://x.com/unihohenheim,https://www.facebook.com/UniHohenheim,,https://www.instagram.com/unihohenheim,,,
http://www.wikidata.org/entity/Q1356982,http://www.eah-jena.de/,https://wisskomm.social/@EAHJena,https://x.com/EAHJena,https://www.facebook.com/EAHJena,https://www.linkedin.com/company/eahjena,https://www.instagram.com/eahjena,,https://www.tiktok.com/@eahjena,https://www.youtube.com/channel/UCXN6OTSl3dNbwCEvXQw0XYg
http://www.wikidata.org/entity/Q319333,https://www.uni-hildesheim.de/,,,https://www.facebook.com/uni-hildesheim,https://www.linkedin.com/company/stiftung-universitaet-hildesheim,https://www.instagram.com/unihildesheim,,,https://www.youtube.com/channel/UCGQ1_JA_ZJ-RVfkaxOp0KTw
http://www.wikidata.org/entity/Q159630,http://www.tu-chemnitz.de/,https://mastodon.social/@tuchemnitz,https://x.com/TUChemnitz,https://www.facebook.com/TUChemnitz,https://www.linkedin.com/company/technische-universitat-chemnitz,https://www.instagram.com/tuchemnitz,,,https://www.youtube.com/channel/UCktQ81zUajsflP1d7wlj8XA
http://www.wikidata.org/entity/Q536163,http://www.hfm-weimar.de/,,,https://www.facebook.com/hfmweimar,,https://www.instagram.com/hfmweimar,,,https://www.youtube.com/channel/UCwMm1XM8OTDbmRdZfo8ykAQ
http://www.wikidata.org/entity/Q327693,http://www.hs-heilbronn.de/,,,https://www.facebook.com/hochschule.heilbronn,,https://www.instagram.com/hochschule_heilbronn,,,
http://www.wikidata.org/entity/Q414258,https://adk-bw.de/,,,https://www.facebook.com/adkbw,,https://www.instagram.com/adk_ludwigsburg,,,
http://www.wikidata.org/entity/Q453821,http://www.hs-fulda.de/,,,https://www.facebook.com/hsfulda,,https://www.instagram.com/hochschule_fulda,,,
http://www.wikidata.org/entity/Q455331,https://www.hmtm-hannover.de/,,,https://www.facebook.com/HMTMH,,https://www.instagram.com/hmtmh_offiziell,,,
http://www.wikidata.org/entity/Q468181,http://www.hfmdd.de,,,https://www.facebook.com/hfmdd,,https://www.instagram.com/hfm_dresden,,,
http://www.wikidata.org/entity/Q312578,https://www.hmt-leipzig.de/,,,,,,,,
http://www.wikidata.org/entity/Q321369,http://www.hs-mannheim.de/,,,,,,,,
http://www.wikidata.org/entity/Q322938,http://www.kunstakademie-karlsruhe.de,,,,,,,,
http://www.wikidata.org/entity/Q448324,http://www.hfm-karlsruhe.de,,,,,,,,
http://www.wikidata.org/entity/Q459724,http://www.hs-mainz.de/,,,,,,,,
http://www.wikidata.org/entity/Q650345,http://www.mh-freiburg.de,,,,,,,,
http://www.wikidata.org/entity/Q828762,https://www.ba-dresden.de/,,,,,,,,
http://www.wikidata.org/entity/Q828771,https://www.ba-plauen.de/,,,,,,,,
http://www.wikidata.org/entity/Q828773,http://www.ba-glauchau.de,,,,,,,,
http://www.wikidata.org/entity/Q568692,http://www.mh-stuttgart.de,,,https://www.facebook.com/155450051144516,,https://www.instagram.com/hmdk_stuttgart,,,https://www.youtube.com/channel/UCMfWKGjVkasZTbl3Ag7JZog
http://www.wikidata.org/entity/Q309988,https://www.kit.edu,https://mastodon.social/@KIT_Karlsruhe,https://x.com/KITKarlsruhe,https://www.facebook.com/KIT.Karlsruhe.Official,,,https://bsky.app/profile/kitkarlsruhe.bsky.social,,
http://www.wikidata.org/entity/Q678982,https://www.uni-hannover.de/,https://wisskomm.social/@unihannover,https://x.com/UniHannover,https://www.facebook.com/unihannover,,,,,https://www.youtube.com/channel/UCC0Eg0d1gGkpChelGo4-b4g
http://www.wikidata.org/entity/Q153006,https://www.fu-berlin.de/,https://berlin.social/@freieuniversitaet,https://x.com/FU_Berlin,https://www.facebook.com/freieuniversitaetberlin,https://www.linkedin.com/company/freie-universitat-berlin,https://www.instagram.com/fu_berlin,,,https://www.youtube.com/channel/UChGMnECSItBUYZH1YIXLj-w
http://www.wikidata.org/entity/Q317125,https://www.reutlingen-university.de/,https://bawü.social/@Hochschule_Reutlingen,https://x.com/HS_reutlingen,https://www.facebook.com/HochschuleReutlingen,,https://www.instagram.com/hochschule.reutlingen,,,
http://www.wikidata.org/entity/Q315175,http://www.hgb-leipzig.de/,,,,,https://www.instagram.com/un.trust.you,,,
http://www.wikidata.org/entity/Q597758,https://uol.de/,https://wisskomm.social/@UniOldenburg,https://x.com/unioldenburg,https://www.facebook.com/UniversitaetOldenburg,,,,,
http://www.wikidata.org/entity/Q248702,http://www.hfg-gmuend.de,https://bawü.social/@hfg_gmuend,https://x.com/hfggmuend,https://www.facebook.com/hfg.gmuend,,https://www.instagram.com/hfg.gmuend,,,https://www.youtube.com/channel/UCKuohTsLTTlnH52uxS7px5A
http://www.wikidata.org/entity/Q315229,https://www.dshs-koeln.de/,https://wisskomm.social/@Sporthochschule,https://x.com/SpoHoKoeln,https://www.facebook.com/sporthochschule,https://www.linkedin.com/company/sporthochschule,https://www.instagram.com/sporthochschule,,,https://www.youtube.com/channel/UC7H6D4NK7OfQVvF7-3_9HiA
http://www.wikidata.org/entity/Q310695,https://www.tu-darmstadt.de/,https://darmstadt.social/@TU,https://x.com/TUDarmstadt,,,,,,
http://www.wikidata.org/entity/Q165528,https://www.uni-greifswald.de/,https://mastodon.social/@unigreifswald,https://x.com/uni_greifswald,https://www.facebook.com/Uni.Greifswald.de,https://www.linkedin.com/company/uni-greifswald,https://www.instagram.com/unigreifswald,,,https://www.youtube.com/channel/UCr-GyD51AMZJ9MdSU8xx7nQ
http://www.wikidata.org/entity/Q1523703,http://www.th-ab.de,,,https://www.facebook.com/THAschaffenburg,,https://www.instagram.com/studiereninab,,,
http://www.wikidata.org/entity/Q1622133,https://www.hs-offenburg.de/,,,https://www.facebook.com/HS.Offenburg,,https://www.instagram.com/hochschule.offenburg,,,
http://www.wikidata.org/entity/Q1622143,http://hs-ulm.de,,,https://www.facebook.com/TechnischeHochschuleUlm,,https://www.instagram.com/th_ulm,,,
http://www.wikidata.org/entity/Q1622149,http://www.hbksaar.de,,,https://www.facebook.com/HBKsaar,,https://www.instagram.com/hbksaar,,,
http://www.wikidata.org/entity/Q157808,https://www.tum.de/,https://wisskomm.social/@tu_muenchen,https://x.com/TU_Muenchen,https://www.facebook.com/TU.Muenchen,,https://www.instagram.com/tu.muenchen,,,https://www.youtube.com/channel/UCD9OIFnCLtXbvMKRI1vufhQ
http://www.wikidata.org/entity/Q224514,https://hs-hannover.de/,,https://x.com/HsHannover,https://www.facebook.com/HsHannover,https://www.linkedin.com/company/hochschule-hannover,https://www.instagram.com/hochschulehannover,,,https://www.youtube.com/channel/UCT9Tflm91hZvs5n-OpCIUqQ
http://www.wikidata.org/entity/Q1413500,http://www.muho-mannheim.de/,,,https://www.facebook.com/Hochschule-für-Musik-Nürnberg-165110576869963,,https://www.instagram.com/hfm_nuernberg,,,https://www.youtube.com/channel/UC_ZxXrygIwjucEiEYblzhiw
http://www.wikidata.org/entity/Q1622093,https://www.hs-bremerhaven.de,,,https://www.facebook.com/hsbremerhaven,,https://www.instagram.com/hs_bremerhaven,,,https://www.youtube.com/channel/UC-RyTL2AW3-xmqGKfpanWqA
http://www.wikidata.org/entity/Q1503440,https://www.th-nuernberg.de/,,https://x.com/TH_Nuernberg,,,https://www.instagram.com/th_nuernberg,,https://www.tiktok.com/@ohmthnuernberg,
http://www.wikidata.org/entity/Q1011953,https://www.burg-halle.de/,,https://x.com/burghalle,https://www.facebook.com/burghalle,,https://www.instagram.com/burg_halle,,,https://www.youtube.com/channel/UCwuFltZ7LsTWr6njJU-Aa3g
http://www.wikidata.org/entity/Q1391214,https://fh-polizei.sachsen-anhalt.de/,,https://x.com/fhpolizeilsa,,,,,,
http://www.wikidata.org/entity/Q1429906,http://www.ph-heidelberg.de/,,https://x.com/phheidelberg,,,https://www.instagram.com/phheidelberg,,,
http://www.wikidata.org/entity/Q155354,https://www.uni-marburg.de/,,https://x.com/uni_mr,https://www.facebook.com/PhilippsUniversitaet,,https://www.instagram.com/philippsunimarburg,,,
http://www.wikidata.org/entity/Q156725,https://uni-hamburg.de,,https://x.com/unihh,https://www.facebook.com/uni.hamburg,,https://www.instagram.com/uni_hamburg,,,
http://www.wikidata.org/entity/Q161976,http://www.uni-wuerzburg.de/,,https://x.com/Uni_WUE,https://www.facebook.com/uniwue,,https://www.instagram.com/uniwuerzburg,,,
http://www.wikidata.org/entity/Q314684,http://www.th-mittelhessen.de/site/,,https://x.com/thmtweets,https://www.facebook.com/thm.de,,https://www.instagram.com/thmittelhessen,,,
http://www.wikidata.org/entity/Q328274,https://hs-flensburg.de/,,https://x.com/HochschuleFL,https://www.facebook.com/hsflensburg,,https://www.instagram.com/hochschuleflensburg,,,
http://www.wikidata.org/entity/Q414041,http://www.adbk-nuernberg.de,,https://x.com/AdBK_Nuernberg,https://www.facebook.com/adbk.nuernberg,,https://www.instagram.com/adbk_nuernberg,,,
http://www.wikidata.org/entity/Q678965,https://www.uni-kl.de,,https://x.com/uni_kl,https://www.facebook.com/TUKaiserslautern,,https://www.instagram.com/tukaiserslautern,,,
http://www.wikidata.org/entity/Q700824,http://hfmt-hamburg.de,,https://x.com/HfMT_Hamburg,https://www.facebook.com/HfMT.Hamburg,,https://www.instagram.com/hfmt_hamburg,,,
http://www.wikidata.org/entity/Q702486,https://www.uni-trier.de/,,https://x.com/TrierUni,https://www.facebook.com/uni.trier,,https://www.instagram.com/uni_trier,,,
